TSK03 2022/06/09 14:16:34:509 ピッチ:同種 +1.98006e+000 +2.02379e+000 オフセット:基準線1-リード +1.00845e-001 +8.63813e-002 +1.05024e-001 オフセット:基準線1-フレーム +5.49854e-002 +6.56762e-002 オフセット幅:基準線1-総合 +5.00387e-002 端-端距離:リード間 +4.00384e+000
TSK03 2022/06/10 08:18:45:491 ピッチ:同種 +1.97917e+000 +2.01392e+000 オフセット:基準線1-リード +8.54638e-002 +8.42470e-002 +1.06649e-001 オフセット:基準線1-フレーム +5.57887e-002 +6.56364e-002 オフセット幅:基準線1-総合 +5.08608e-002 端-端距離:リード間 +3.99308e+000
